0.0,1.0,2.0,0.0,3.3,
1.0,1.0,4.0,0.0,1.8,
2.0,0.0,4.0,0.0,2.4,
3.0,1.0,7.0,0.0,2.7,
4.0,2.0,12.0,0.0,2.3,
5.0,1.0,3.0,0.0,2.5,
6.0,2.0,11.0,0.0,2.6,
7.0,0.0,3.0,0.0,3.8,
8.0,0.0,5.0,0.0,1.8,
9.0,2.0,9.0,0.0,2.6,
10.0,0.0,3.0,0.0,1.5,
11.0,0.0,2.0,0.0,1.3,
12.0,1.0,5.0,0.0,2.7,
13.0,2.0,7.0,0.0,2.2,
14.0,0.0,4.0,0.0,2.5,
15.0,1.0,3.0,0.0,1.4,
16.0,2.0,4.0,0.0,2.2,
17.0,0.0,4.0,0.0,1.8,
18.0,1.0,3.0,0.0,3.0,
19.0,0.0,2.0,0.0,2.4,
20.0,0.0,4.0,0.0,3.4,
21.0,1.0,3.0,0.0,2.4,
22.0,2.0,4.0,0.0,3.8,
23.0,2.0,9.0,0.0,3.5,
24.0,0.0,2.0,0.0,1.7,
25.0,1.0,8.0,0.0,2.3,
26.0,0.0,3.0,0.0,3.0,
27.0,2.0,9.0,0.0,2.0,
28.0,2.0,8.0,0.0,3.0,
29.0,1.0,2.0,0.0,2.2,
30.0,0.0,1.0,0.0,3.9,
31.0,1.0,3.0,0.0,3.3,
32.0,0.0,3.0,0.0,2.8,
33.0,2.0,10.0,0.0,2.5,
34.0,1.0,4.0,0.0,3.6,
35.0,0.0,1.0,0.0,2.2,
36.0,2.0,11.0,0.0,2.5,
37.0,1.0,7.0,0.0,1.9,
38.0,1.0,5.0,0.0,3.0,
39.0,0.0,6.0,0.0,0.1,
40.0,1.0,7.0,0.0,2.1,
41.0,0.0,3.0,0.0,3.2,
42.0,1.0,9.0,0.0,3.0,
43.0,2.0,11.0,0.0,3.8,
44.0,1.0,9.0,0.0,1.4,
45.0,2.0,13.0,0.0,1.1,
46.0,0.0,4.0,0.0,2.1,
47.0,1.0,6.0,0.0,2.1,
48.0,1.0,3.0,0.0,2.3,
49.0,0.0,1.0,0.0,2.8,
50.0,2.0,8.0,0.0,2.7,
51.0,0.0,1.0,0.0,2.9,
52.0,1.0,6.0,0.0,0.6,
53.0,2.0,3.0,0.0,3.3,
54.0,2.0,8.0,0.0,1.6,
55.0,0.0,4.0,0.0,0.9,
56.0,2.0,7.0,0.0,1.5,
57.0,2.0,5.0,0.0,3.1,
58.0,1.0,8.0,0.0,0.5,
59.0,0.0,5.0,0.0,2.7,
60.0,1.0,5.0,0.0,2.6,
61.0,2.0,6.0,2.0,2.4,
62.0,0.0,3.0,2.0,3.5,
63.0,1.0,3.0,2.0,4.3,
64.0,1.0,3.0,2.0,2.9,
65.0,2.0,11.0,2.0,2.6,
66.0,2.0,8.0,2.0,3.8,
67.0,2.0,7.0,2.0,2.6,
68.0,2.0,1.0,2.0,2.2,
69.0,0.0,5.0,2.0,3.1,
70.0,1.0,1.0,2.0,2.8,
71.0,0.0,2.0,2.0,3.1,
72.0,2.0,10.0,2.0,3.2,
73.0,1.0,7.0,2.0,1.8,
74.0,2.0,12.0,2.0,0.7,
75.0,0.0,3.0,2.0,2.4,
76.0,1.0,7.0,2.0,0.9,
77.0,0.0,5.0,2.0,1.1,
78.0,0.0,3.0,2.0,3.7,
79.0,2.0,11.0,2.0,3.1,
80.0,1.0,2.0,2.0,1.1,
81.0,1.0,4.0,2.0,2.5,
82.0,0.0,2.0,2.0,1.8,
83.0,2.0,8.0,2.0,2.2,
84.0,2.0,13.0,2.0,1.7,
85.0,0.0,4.0,2.0,2.9,
86.0,2.0,9.0,2.0,1.9,
87.0,1.0,2.0,2.0,2.0,
88.0,0.0,5.0,2.0,1.8,
89.0,1.0,5.0,2.0,1.8,
90.0,1.0,6.0,2.0,2.7,
91.0,0.0,3.0,2.0,3.3,
92.0,0.0,6.0,2.0,1.4,
93.0,2.0,5.0,2.0,2.7,
94.0,2.0,12.0,2.0,1.4,
95.0,1.0,6.0,2.0,1.1,
96.0,0.0,2.0,2.0,2.3,
97.0,2.0,7.0,2.0,2.5,
98.0,2.0,12.0,2.0,2.8,
99.0,1.0,7.0,2.0,3.7,
100.0,1.0,5.0,2.0,1.1,
101.0,2.0,10.0,2.0,1.8,
102.0,0.0,6.0,2.0,0.7,
103.0,0.0,4.0,2.0,2.7,
104.0,2.0,7.0,2.0,1.8,
105.0,1.0,3.0,2.0,2.2,
106.0,1.0,3.0,2.0,1.4,
107.0,0.0,4.0,2.0,1.7,
108.0,1.0,5.0,2.0,1.2,
109.0,0.0,4.0,2.0,2.4,
110.0,0.0,1.0,2.0,2.7,
111.0,1.0,3.0,2.0,1.3,
112.0,0.0,4.0,2.0,1.7,
113.0,0.0,2.0,2.0,1.8,
114.0,0.0,3.0,2.0,2.7,
115.0,2.0,9.0,2.0,2.5,
116.0,1.0,5.0,2.0,3.8,
117.0,2.0,8.0,2.0,1.9,
118.0,1.0,3.0,2.0,1.4,
119.0,2.0,4.0,2.0,3.0,
120.0,1.0,2.0,2.0,1.4,
121.0,1.0,6.0,2.0,2.1,
122.0,2.0,10.0,5.2,0.9,
123.0,1.0,4.0,5.2,2.3,
124.0,2.0,14.0,5.2,2.4,
125.0,2.0,9.0,5.2,1.8,
126.0,0.0,6.0,5.2,2.6,
127.0,0.0,3.0,5.2,3.1,
128.0,1.0,8.0,5.2,1.3,
129.0,1.0,8.0,5.2,2.1,
130.0,1.0,3.0,5.2,1.6,
131.0,2.0,5.0,5.2,2.1,
132.0,2.0,7.0,5.2,1.1,
133.0,2.0,7.0,5.2,4.1,
134.0,1.0,5.0,5.2,1.5,
135.0,0.0,3.0,5.2,2.8,
136.0,0.0,3.0,5.2,2.6,
