0,1,4,0,1.4,1,14,10,2
1,0,3,0,3.1,0,19,5,1
2,0,3,0,1.6,0,3,20,1
3,2,10,0,2.9,1,8,9,1
4,2,10,0,0.8,1,0,17,1
5,2,9,0,2.3,0,18,17,3
6,0,4,0,3.3,0,1,14,1
7,0,4,0,2.2,1,7,5,4
8,2,2,0,4.2,0,1,4,3
9,2,14,0,2.4,0,17,4,6
10,0,6,0,0.9,0,14,18,5
11,1,3,0,2.7,0,14,14,5
12,1,9,0,2.1,1,4,2,6
13,1,3,0,3.5,0,6,7,4
14,2,7,0,2.7,1,19,3,2
15,1,8,0,2,0,3,14,2
16,1,4,0,2.3,0,19,7,1
17,0,2,0,0.9,0,5,0,5
18,1,3,0,1.8,0,12,17,6
19,2,5,0,1.6,0,3,11,4
20,0,2,0,2,0,6,20,4
21,0,4,0,1.3,1,9,17,1
22,0,4,0,2,1,2,20,2
23,2,14,0,3.5,0,11,1,1
24,1,7,0,2.4,1,7,2,6
25,1,1,0,2.9,0,18,5,6
26,0,3,0,4.1,1,10,10,2
27,2,4,0,3.8,0,17,13,5
28,1,5,0,3.8,1,5,13,2
29,1,6,0,2.3,1,9,3,5
30,2,8,0,3.4,0,1,4,2
31,0,2,0,3,0,4,15,2
32,0,5,0,2.3,1,2,5,5
33,0,2,0,2.5,0,4,11,6
34,2,8,0,3.9,0,5,20,1
35,1,6,0,1.7,0,8,13,4
36,1,6,0,3.1,1,1,18,4
37,2,5,0,1.8,1,0,17,4
38,0,3,0,2.8,1,10,1,2
39,0,3,0,2.6,0,4,10,4
40,2,4,0,3.3,0,11,20,4
41,0,3,3.5,3.9,0,13,9,5
42,0,4,3.5,3.8,1,18,0,2
43,0,2,3.5,2.7,1,15,4,6
44,1,5,3.5,1.8,1,15,3,4
45,1,8,3.5,2.3,0,13,14,1
46,0,3,3.5,2.8,1,17,10,4
47,0,3,3.5,2.7,1,15,4,3
48,1,2,3.5,0.7,1,18,19,4
49,0,2,3.5,1.8,1,13,7,4
50,0,2,3.5,2,0,12,13,4
51,2,1,3.5,2.9,1,8,4,2
52,1,2,3.5,0.8,1,17,7,4
53,0,3,3.5,2.9,1,16,6,6
54,0,3,3.5,2.6,1,15,12,4
55,1,7,3.5,2.9,1,20,6,2
56,0,2,3.5,3.8,1,11,2,2
57,0,5,3.5,2.5,0,17,14,3
58,0,4,3.5,3.1,0,11,10,2
59,0,3,3.5,3.1,1,7,4,4
60,2,14,3.5,1.9,0,0,16,4
61,2,10,3.5,1,0,2,12,2
62,1,3,3.5,2,0,15,13,6
63,1,7,3.5,3.2,0,17,20,6
64,1,7,3.5,1.1,0,9,4,3
65,1,4,3.5,2.7,0,0,13,6
66,2,13,3.5,2.8,1,0,10,3
67,2,4,3.5,3.9,1,13,12,6
68,0,1,3.5,3.2,1,0,17,6
69,0,6,3.5,2.7,1,1,19,4
70,2,11,3.5,0.9,1,19,20,6
71,0,2,3.5,3.5,1,4,3,1
72,0,4,3.5,4.1,0,17,1,3
73,0,5,3.5,4.1,0,14,1,1
74,0,5,3.5,3.3,1,14,20,1
75,0,6,3.5,2,0,3,11,3
76,1,3,3.5,2.9,0,10,3,3
77,0,1,3.5,3.1,1,7,3,2
78,1,8,3.5,2.1,1,14,8,5
79,1,5,3.5,2.8,1,13,6,3
80,1,6,7.4,2.5,1,11,5,1
81,1,6,7.4,1.4,0,11,6,1
82,2,10,7.4,1.9,1,2,6,2
83,2,7,7.4,2.1,0,2,6,4
84,0,1,7.4,1.7,0,2,0,1
85,2,9,7.4,2,1,12,5,1
86,2,4,7.4,1.5,1,7,14,6
87,2,8,7.4,4.2,0,1,7,5
88,0,5,7.4,2.7,1,11,10,6
89,2,10,7.4,2.6,1,18,13,2
90,0,2,7.4,2.9,1,7,13,4
91,1,5,7.4,3,1,0,10,2
92,0,2,7.4,3.4,1,9,3,6
93,0,3,7.4,1.4,1,4,18,3
94,0,2,7.4,3.4,0,9,3,6
95,2,6,7.4,2.1,0,0,1,4
96,0,3,7.4,1.4,1,11,13,5
97,1,7,7.4,2.5,1,2,12,1
98,0,2,7.4,0.8,0,6,5,4
99,2,14,7.4,1.9,0,16,2,3
100,0,5,7.4,1.7,0,10,12,2
101,2,5,7.4,2.6,1,14,16,4
102,0,4,7.4,2.2,1,13,6,5
103,2,10,7.4,1.7,1,19,16,2
104,1,4,7.4,3.3,1,14,3,5
105,0,5,7.4,0.4,1,10,14,5
106,1,1,7.4,3.3,0,7,14,4
107,0,6,7.4,2.3,1,0,11,3
108,0,1,7.4,2.7,0,12,5,1
109,1,1,7.4,0.8,1,18,0,3
110,0,2,7.4,3.5,1,8,14,5
111,0,1,7.4,1.7,1,9,19,4
112,1,4,7.4,1.8,0,0,10,6
113,0,3,7.4,2.3,0,13,10,4
114,1,6,7.4,2.7,0,3,1,3
115,0,5,7.4,2.1,0,9,7,1
116,1,4,7.4,3.5,1,20,11,3
117,1,3,7.4,1.7,0,11,4,1
118,1,9,7.4,3.9,0,5,5,2
119,1,7,7.4,1.2,0,14,6,1
120,2,11,7.4,2.5,0,8,7,6
121,2,7,7.4,2.2,1,3,14,4
122,1,5,7.4,2.1,0,1,18,1
123,0,5,7.4,1.3,1,7,7,5
124,0,4,7.4,3.3,0,18,13,4
125,1,3,7.4,1.6,0,6,1,5
126,1,8,7.4,2.6,0,6,8,3
127,1,9,7.4,2.2,0,13,0,6
128,0,4,7.4,1.8,1,2,14,2
129,0,6,7.4,1.8,1,14,0,6
130,1,8,7.4,2.5,0,17,1,1
131,0,3,7.4,2.3,1,17,20,2
132,1,5,11.7,3,0,8,12,2
133,1,6,11.7,4,0,7,3,5
134,0,4,11.7,2.7,1,15,8,4
135,1,4,11.7,2.8,1,19,16,1
136,2,2,11.7,3,1,15,17,5
137,2,12,11.7,2.9,0,16,0,6
138,2,5,11.7,2.5,1,0,17,1
139,2,7,11.7,2.9,0,17,12,6
140,2,8,11.7,3.8,0,11,7,2
141,2,13,11.7,2.1,1,4,14,1
142,1,7,11.7,1.3,0,19,8,2
143,2,9,11.7,2.3,1,4,15,5
144,2,5,11.7,1.9,0,6,19,6
145,0,3,11.7,2.5,0,1,18,1
146,2,6,11.7,2.2,0,2,9,5
147,0,4,11.7,2.6,1,13,10,1
148,0,4,11.7,1,1,2,5,3
149,2,6,11.7,1.9,0,18,11,6
150,0,4,11.7,3.3,1,2,1,4
151,2,9,11.7,2.1,1,19,19,2
152,1,3,11.7,1.6,0,12,10,6
153,2,11,11.7,2.6,0,6,18,1
154,0,3,11.7,2.7,0,11,4,4
155,2,11,11.7,2.7,1,15,20,4
156,2,8,11.7,3.3,0,13,8,1
157,1,2,11.7,2.3,0,4,3,6
158,1,4,11.7,1.1,0,10,7,6
159,1,4,11.7,2.1,0,5,19,4
160,2,13,11.7,0.8,0,19,10,2
161,2,7,11.7,4.2,1,8,18,2
162,0,3,11.7,3,1,15,8,2
163,2,6,11.7,2.5,0,13,2,4
164,2,8,11.7,2.6,1,17,9,2
165,2,5,11.7,1.7,0,5,20,3
166,2,8,11.7,2.6,1,5,3,2
167,0,3,11.7,3.6,1,8,8,1
168,1,1,11.7,4.1,0,18,6,6
169,0,1,11.7,1.9,0,1,13,2
170,2,6,11.7,4.2,1,16,9,4
171,2,8,11.7,1.9,0,4,17,3
172,1,6,11.7,2.2,0,16,7,6
173,0,1,11.7,4.1,0,16,15,6
174,2,15,11.7,1.7,0,13,16,4
175,1,5,11.7,0.8,1,9,20,6
176,1,1,11.7,3.2,1,11,20,1
177,0,5,11.7,3.2,1,9,2,1
178,2,6,11.7,2.4,0,18,8,2
179,0,4,11.7,3.2,1,15,17,4
180,2,5,11.7,1.3,0,19,17,6
181,2,4,11.7,2.6,1,10,8,1
182,0,6,11.7,1.5,1,9,2,5
183,1,5,11.7,1,0,13,10,3
184,0,3,14.8,3.1,1,18,8,5
185,2,8,14.8,1.7,0,17,20,6
186,2,9,14.8,2.3,0,20,17,6
187,2,2,14.8,1.3,0,5,4,4
188,0,4,14.8,3,1,18,15,4
189,0,1,14.8,3.6,0,0,14,6
190,0,2,14.8,1.2,0,8,1,3
191,2,7,14.8,1.6,1,15,14,5
192,1,8,14.8,2.4,0,12,13,4
193,2,9,14.8,2.5,1,3,9,6
