0.0,1.0,4.0,0.0,2.6,
1.0,0.0,5.0,0.0,2.1,
2.0,0.0,5.0,0.0,1.5,
3.0,0.0,4.0,0.0,3.4,
4.0,2.0,9.0,0.0,3.9,
5.0,0.0,1.0,0.0,2.2,
6.0,2.0,6.0,0.0,3.7,
7.0,2.0,5.0,0.0,1.4,
8.0,0.0,5.0,0.0,2.7,
9.0,1.0,5.0,0.0,2.0,
10.0,0.0,3.0,0.0,2.6,
11.0,1.0,6.0,0.0,3.8,
12.0,0.0,5.0,0.0,2.9,
13.0,1.0,8.0,0.0,2.8,
14.0,1.0,5.0,0.0,4.2,
15.0,2.0,10.0,0.0,2.9,
16.0,1.0,4.0,0.0,3.6,
17.0,2.0,7.0,0.0,2.2,
18.0,1.0,6.0,0.0,2.7,
19.0,0.0,1.0,0.0,3.0,
20.0,2.0,7.0,0.0,2.2,
21.0,0.0,1.0,0.0,0.8,
22.0,1.0,3.0,0.0,3.1,
23.0,2.0,4.0,0.0,2.4,
24.0,0.0,3.0,0.0,0.9,
25.0,1.0,5.0,0.0,1.3,
26.0,0.0,2.0,0.0,1.9,
27.0,2.0,5.0,0.0,2.3,
28.0,1.0,4.0,0.0,2.0,
29.0,2.0,8.0,0.0,2.7,
30.0,1.0,5.0,0.0,2.9,
31.0,1.0,1.0,0.0,1.8,
32.0,0.0,1.0,0.0,3.6,
33.0,2.0,5.0,0.0,2.9,
34.0,1.0,2.0,0.0,0.6,
35.0,2.0,11.0,0.0,2.2,
36.0,2.0,6.0,0.0,2.1,
37.0,0.0,4.0,0.0,2.1,
38.0,1.0,5.0,0.0,2.6,
39.0,2.0,10.0,0.0,1.1,
40.0,1.0,5.0,0.0,3.8,
41.0,0.0,4.0,0.0,1.5,
42.0,1.0,5.0,0.0,2.7,
43.0,0.0,5.0,0.0,1.4,
44.0,0.0,5.0,0.0,3.2,
45.0,0.0,2.0,0.0,2.7,
46.0,0.0,3.0,0.0,3.2,
47.0,2.0,2.0,0.0,2.7,
48.0,1.0,3.0,0.0,0.9,
49.0,1.0,2.0,0.0,1.9,
50.0,1.0,3.0,0.0,3.7,
51.0,1.0,5.0,0.0,2.6,
52.0,1.0,3.0,0.0,2.8,
53.0,1.0,6.0,0.0,3.4,
54.0,0.0,4.0,0.0,2.8,
55.0,1.0,4.0,0.0,3.6,
56.0,1.0,8.0,0.0,3.0,
57.0,0.0,1.0,0.0,4.0,
58.0,2.0,3.0,0.0,1.9,
59.0,0.0,2.0,0.0,2.7,
60.0,2.0,8.0,0.0,0.9,
61.0,2.0,10.0,0.0,1.9,
62.0,1.0,7.0,0.0,1.9,
63.0,0.0,3.0,0.0,3.3,
64.0,2.0,10.0,2.6,1.6,
65.0,2.0,6.0,2.6,2.4,
66.0,0.0,6.0,2.6,2.2,
67.0,1.0,5.0,2.6,3.9,
68.0,2.0,9.0,2.6,2.4,
69.0,0.0,2.0,2.6,2.1,
70.0,1.0,7.0,2.6,2.4,
71.0,1.0,8.0,2.6,1.9,
72.0,0.0,3.0,2.6,2.5,
73.0,0.0,2.0,2.6,3.0,
74.0,0.0,6.0,2.6,1.1,
75.0,0.0,3.0,2.6,2.1,
76.0,2.0,12.0,2.6,0.9,
77.0,0.0,2.0,2.6,2.8,
78.0,0.0,4.0,2.6,2.5,
79.0,1.0,6.0,2.6,3.7,
80.0,2.0,2.0,2.6,2.2,
81.0,2.0,10.0,2.6,2.0,
82.0,0.0,6.0,2.6,2.2,
83.0,1.0,2.0,2.6,2.4,
84.0,0.0,3.0,2.6,2.6,
85.0,2.0,5.0,2.6,3.0,
86.0,2.0,9.0,2.6,2.7,
87.0,1.0,5.0,2.6,3.3,
88.0,1.0,2.0,2.6,4.0,
89.0,2.0,8.0,2.6,2.3,
90.0,2.0,8.0,2.6,1.6,
91.0,0.0,5.0,2.6,2.5,
92.0,1.0,4.0,2.6,3.5,
93.0,2.0,8.0,2.6,2.1,
94.0,1.0,6.0,2.6,3.4,
95.0,1.0,8.0,2.6,3.9,
96.0,2.0,7.0,2.6,2.9,
97.0,1.0,5.0,2.6,3.2,
98.0,1.0,7.0,2.6,2.8,
99.0,2.0,11.0,2.6,3.9,
100.0,0.0,5.0,2.6,2.6,
101.0,1.0,5.0,2.6,2.8,
102.0,2.0,13.0,2.6,2.2,
103.0,1.0,6.0,2.6,3.4,
104.0,2.0,5.0,2.6,3.5,
105.0,0.0,6.0,2.6,0.7,
106.0,2.0,7.0,2.6,2.9,
107.0,2.0,2.0,2.6,2.9,
108.0,1.0,4.0,2.6,2.9,
109.0,0.0,2.0,2.6,2.5,
110.0,2.0,5.0,2.6,2.2,
111.0,2.0,6.0,2.6,2.6,
112.0,0.0,4.0,2.6,3.7,
113.0,2.0,8.0,2.6,2.1,
114.0,1.0,3.0,2.6,3.9,
115.0,2.0,11.0,2.6,1.8,
116.0,1.0,6.0,2.6,2.2,
117.0,2.0,6.0,2.6,2.4,
118.0,2.0,5.0,2.6,3.1,
119.0,2.0,11.0,2.6,3.3,
120.0,0.0,4.0,2.6,1.7,
121.0,0.0,3.0,2.6,1.4,
122.0,0.0,1.0,2.6,3.2,
123.0,1.0,4.0,2.6,2.7,
124.0,0.0,4.0,2.6,3.6,
125.0,1.0,4.0,2.6,1.3,
126.0,1.0,1.0,2.6,1.9,
127.0,0.0,4.0,2.6,3.2,
128.0,0.0,1.0,2.6,2.3,
129.0,2.0,9.0,2.6,2.3,
130.0,2.0,14.0,2.6,2.9,
131.0,2.0,6.0,2.6,3.7,
132.0,1.0,3.0,2.6,3.2,
133.0,0.0,1.0,2.6,2.3,
134.0,2.0,12.0,2.6,4.5,
135.0,1.0,8.0,2.6,3.1,
136.0,1.0,8.0,2.6,3.4,
137.0,2.0,1.0,5.6,2.9,
138.0,0.0,6.0,5.6,3.2,
139.0,0.0,3.0,5.6,2.4,
140.0,0.0,5.0,5.6,1.7,
141.0,2.0,3.0,5.6,2.2,
142.0,1.0,6.0,5.6,2.4,
143.0,2.0,4.0,5.6,0.9,
144.0,2.0,14.0,5.6,2.1,
145.0,2.0,8.0,5.6,1.4,
146.0,0.0,4.0,5.6,1.3,
147.0,2.0,7.0,5.6,2.1,
148.0,1.0,7.0,5.6,2.4,
149.0,1.0,4.0,5.6,3.0,
150.0,1.0,4.0,5.6,2.9,
151.0,0.0,3.0,5.6,1.4,
152.0,2.0,13.0,5.6,0.8,
153.0,1.0,4.0,5.6,2.4,
154.0,0.0,3.0,5.6,1.4,
155.0,2.0,10.0,5.6,0.6,
156.0,0.0,3.0,5.6,1.1,
157.0,0.0,3.0,5.6,4.0,
158.0,2.0,10.0,5.6,3.4,
159.0,2.0,3.0,5.6,2.7,
160.0,1.0,6.0,5.6,2.3,
161.0,0.0,4.0,5.6,1.5,
162.0,0.0,5.0,5.6,2.5,
163.0,0.0,1.0,5.6,1.9,
164.0,1.0,6.0,5.6,1.9,
165.0,2.0,11.0,5.6,2.3,
166.0,2.0,14.0,5.6,1.6,
167.0,1.0,6.0,5.6,1.5,
168.0,2.0,3.0,5.6,3.1,
169.0,2.0,5.0,5.6,2.4,
170.0,1.0,4.0,5.6,3.6,
171.0,2.0,9.0,5.6,0.5,
172.0,2.0,3.0,5.6,4.1,
173.0,1.0,5.0,5.6,1.7,
174.0,2.0,4.0,5.6,1.7,
175.0,0.0,3.0,5.6,3.1,
176.0,0.0,5.0,5.6,2.0,
177.0,0.0,4.0,5.6,1.4,
178.0,0.0,1.0,5.6,3.0,
179.0,1.0,3.0,5.6,1.7,
180.0,1.0,3.0,5.6,2.3,
181.0,2.0,8.0,5.6,3.8,
182.0,1.0,2.0,5.6,2.9,
183.0,1.0,6.0,5.6,3.5,
184.0,2.0,3.0,5.6,3.4,
185.0,2.0,12.0,5.6,1.6,
186.0,0.0,2.0,5.6,2.2,
187.0,1.0,1.0,5.6,2.3,
188.0,1.0,6.0,5.6,2.6,
189.0,1.0,7.0,5.6,3.2,
190.0,1.0,4.0,5.6,1.7,
191.0,2.0,7.0,5.6,4.2,
192.0,1.0,2.0,5.6,2.2,
193.0,2.0,2.0,5.6,1.8,
194.0,0.0,4.0,5.6,1.9,
195.0,0.0,4.0,5.6,2.5,
196.0,0.0,5.0,5.6,3.0,
197.0,1.0,8.0,5.6,2.8,
198.0,0.0,3.0,8.8,3.5,
199.0,1.0,2.0,8.8,2.8,
200.0,1.0,6.0,8.8,1.1,
201.0,2.0,8.0,8.8,3.2,
202.0,1.0,7.0,8.8,3.9,
203.0,1.0,4.0,8.8,2.7,
204.0,1.0,8.0,8.8,3.1,
205.0,0.0,4.0,8.8,1.1,
206.0,2.0,3.0,8.8,2.8,
207.0,1.0,6.0,8.8,3.4,
208.0,2.0,12.0,8.8,1.7,
209.0,1.0,5.0,8.8,3.6,
210.0,1.0,6.0,8.8,2.1,
211.0,2.0,8.0,8.8,1.9,
212.0,2.0,4.0,8.8,2.7,
213.0,1.0,7.0,8.8,2.8,
214.0,0.0,4.0,8.8,2.2,
215.0,2.0,6.0,8.8,2.0,
216.0,2.0,10.0,8.8,1.8,
217.0,1.0,7.0,8.8,1.8,
218.0,0.0,3.0,8.8,2.7,
219.0,1.0,6.0,8.8,1.6,
220.0,0.0,3.0,8.8,2.4,
221.0,2.0,10.0,8.8,3.9,
